,text,label
560,찹스테이크,1
561,와인안주,1
562,레드와인안주,1
563,와인안주레시피,1
564,와인안주추천,1
565,곤약면,1
566,곤약비빔면,1
567,곤약국수,1
568,곤약면효능,1
569,곤약면칼로리,1
570,곤약라면,1
571,다이어트면,1
572,곤약면추천,1
573,곤약컵라면,1
574,곤약파스타면,1
575,라이틀리곤약면,1
576,두부면,1
577,실곤약,1
578,곤약면요리법,1
579,곤약우동,1
580,곤약면요리,1
581,풀무원곤약면,1
582,이마트곤약면,1
583,라이틀리곤약면,1
584,풀무원곤약면,1
585,곤약라면,1
586,곤약국수,1
587,병아리콩곤약면,1
588,곤약면요리,1
589,곤약면요리법,1
590,실곤약,1
591,곤약면추천,1
592,곤약우동,1
593,청정원곤약면,1
594,건조곤약면,1
595,이마트곤약면,1
596,곤약면칼로리,1
597,곤약컵라면,1
598,곤약면,1
599,곤약이면,1
600,곤약비빔면,1
601,두부면,1
602,곤약파스타면,1
603,수입육,1
604,porkrib,1
605,야외바베큐,1
606,바베큐세트,1
607,서가앤쿡폭립,1
608,목살,1
609,우삼겹,1
610,등갈비소스,1
611,한돈등갈비,1
612,코스트코폭립,1
613,등심,1
614,야유회음식,1
615,쟌슨빌자이언트폭립,1
616,숯불바베큐,1
617,빕스기네스폭립,1
618,캠핑바베큐,1
619,척아이롤,1
620,쪽갈비,1
621,와인안주레시피,1
622,바베큐소스,1
623,노브랜드폭립,1
624,돼지고기등심,1
625,등갈비폭립,1
626,바베큐메뉴,1
627,바베큐바비큐,1
628,바베큐요리,1
629,pork,1
630,바비큐,1
631,폭립,1
632,삼겹살바베큐,1
633,등갈비배달,1
634,훈제바베큐,1
635,바베큐소스만드는법,1
636,돼지앞다리살,1
637,등갈비1kg,1
638,양념갈비살,1
639,폭립소스만드는법,1
640,폭립추천,1
641,통삼겹,1
642,수입등갈비,1
643,와인안주추천,1
644,폭립에어프라이어,1
645,차돌박이,1
646,돼지등심,1
647,수입산삼겹살,1
648,목살가격,1
649,폭립배달,1
650,크라제폭립,1
651,목심,1
652,오겹살,1
653,돼지바베큐,1
654,등갈비가격,1
655,빕스바베큐폭립,1
656,등갈비양념,1
657,돼지목살,1
658,통삼겹살바베큐,1
659,등갈비오븐구이,1
660,돼지바비큐,1
661,바비큐파티,1
662,안심,1
663,아워홈오리지널바베큐폭립,1
664,삽겹살,1
665,아워홈폭립,1
666,폭립소스,1
667,돼지양념갈비,1
668,바베큐음식,1
669,치즈등갈비,1
670,통돼지바베큐가격,1
671,통삼겹바베큐,1
672,코스트코등갈비,1
673,케이쿡폭립,1
674,통삼겹살,1
675,국내산등갈비,1
676,돼지등갈비가격,1
677,ribs,1
678,빕스폭립,1
679,채끝살,1
680,등갈비바베큐,1
681,바베큐란,1
682,돼지앞다리,1
683,바베큐폭립,1
684,등갈비간장조림,1
685,등갈비에어프라이어,1
686,찹스테이크,1
687,사태,1
688,바베큐배달,1
689,등갈비요리,1
690,바베큐꼬치,1
691,와인안주세트,1
692,냉동등갈비,1
693,등갈비,1
694,레드와인안주,1
695,찜닭,1
696,국산등갈비,1
697,등갈비구이,1
698,수입돼지고기,1
699,바베큐재료,1
700,돼지뒷다리,1
701,유용욱바베큐연구소,1
702,바베큐타운,1
703,폭립바베큐,1
704,앞다리살,1
705,양념돼지갈비,1
706,돼지등갈비,1
707,아웃백폭립,1
708,와인안주,1
709,rib,1
710,항정살,1
711,소갈비살,1
712,텍사스바베큐,1
713,보쌈,1
714,자연과농부흑마늘순살족발,1
715,돼지족발,1
716,흑마늘무뼈족발,1
717,왕족발,1
718,무뼈족발,1
719,순살족발,1
720,족발,1
721,냉동족발,1
722,냉채족발,1
723,족발칼로리,1
724,사또통족발,1
725,미니족발,1
726,바로족발,1
727,맥주에빠진순살족발,1
728,통족발,1
729,족발배달,1
730,불족발,1
731,무뼈족발300g,1
732,보고쿡폭립,1
733,보고쿡폭립,1
734,만화고기,1
735,왕고기,1
736,보고쿡학센,1
737,보고쿡슈바인학센,1
738,왕고기,1
739,만화고기,1
740,보고쿡학센,1
741,보고쿡슈바인학센,1
742,야식메뉴,1
743,왕족발,1
744,통족발,1
745,족발맛집,1
746,족발집,1
747,족발,1
748,안주류,1
749,안주추천,1
750,술안주,1
751,야식추천메뉴,1
752,보쌈,1
753,족발야시장,1
754,안주,1
755,소주안주,1
756,족발배달,1
757,족발야시장메뉴,1
758,냉동족발,1
759,야식배달,1
760,맥주안주,1
761,족발요리,1
762,돼지족발,1
763,야식추천,1
764,야식,1
765,술안주베스트,1
766,돼지미니족발,1
767,미니족발,1
768,돼지미니족발,1
769,미니족발,1
770,흑마늘무뼈족발,1
771,무뼈족발,1
772,왕족발,1
773,사또통족발,1
774,순살족발,1
775,통족발,1
776,무뼈족발300g,1
777,족발,1
778,족발삶는방법,1
779,족발레시피,1
780,생족발,1
781,돼지족발,1
782,순살족발,1
783,마늘족발,1
784,족발요리,1
785,족발만들기,1
786,냉동족발,1
787,족발배달,1
788,불족발,1
789,족발칼로리,1
790,냉채족발,1
791,왕족발,1
792,마늘족발,1
793,족발칼로리,1
794,족발레시피,1
795,순살족발,1
796,족발,1
797,족발삶는방법,1
798,족발만들기,1
799,냉동족발,1
800,생족발,1
801,족발요리,1
802,돼지족발,1
803,왕족발,1
804,족발배달,1
805,냉채족발,1
806,불족발,1
807,미니족발가격,1
808,미니족발요리,1
809,편의점미니족발,1
810,미니족발요리,1
811,미니족발부위,1
812,snwd_img_cala_biz_211007_1029x222,1
813,wpr_obj_price_biz_211221_01b_1029x222,1
814,jrpj_obj_easy_biz_211217_02b_1029x222,1
815,snwd_img_calb_biz_211007_1029x222,1
816,완도담은미역국수_UT_F2564_여배우_220307_a,1
817,16_방송 나와서 난리 난 미역국수 맛도 칼로리도_210327_1029x222,1
818,[~32%] 딱 하루! 주말 집콕 대비 밀키트 특가전🎉,1
819,nan,1
820,[56%] 오늘 단 하루! 야들야들 미니족발🤤 더 많이 살수록 더 저렴하다고? 👀,1
821,"[57%] 홈술∙혼술 안주 저격🍺 야들야들~ 미니족발 1팩당 3,950원! + 무말랭이",1
822,[파격특가] 드라마 지리산 콜라보 해물파전,1
823,[단독 EVENT] 보고쿡 제품 구매만 해도 럭키드로우,1
824,[단독 EVENT] 보고쿡 제품 구매만 해도 럭키드로우,1
825,prom_crs_prom_kcrm_211230,1
826,jrpj_obj_price_biz_211217_01a_1029x222,1
827,jrpj_obj_price_biz_211217_01c_1029x222,1
828,성실교자_왕갈비만두1(임시)_1029x204,1
829,성실교자_1.이 링크에서만 30% 할인(왕갈비만두)_1029x204,1
830,1.요즘 캠핑 대세는 족발 바베큐! / 이렇게 안 먹어본사람?!_1029x204,1
831,2.재구매만 기본 5번?! / 한 번 먹으면 끊을 수 없는 족발_1029x204,1
832,01_이게 몽둥이야 고기야 품절대란 SNS 핫템 보고쿡 만화고기,1
833,"02_만화고기, 충격적인 맛 어떻게 이렇게 맛있을 수가 있는지",1
834,jrpj_obj_price_biz_211217_01b_1029x222,1
835,10_먹었던거 생각하니 또 땡기네요 이게 19kcal 하나 더 말고 올게요,1
836,22_바프 찍는 나도 면 먹는다아 맛도 칼로리도_210327_1029x222,1
837,24_식욕 돋는 저칼로리 먹방 맛도 칼로리도_210327_1029x222,1
838,jrpj_obj_price_biz_211217_01d_1029x222,1
839,jrpj_obj_price_biz_211217_01e_1029x222,1
840,22_바프 찍는 나도 면 먹는다아 맛도 칼로리도_210327_1029x222,1
841,23_뭔데 이렇게 맛있냐 이거 맛도 칼로리도_210327_1029x222,1
842,24_식욕 돋는 저칼로리 먹방 맛도 칼로리도_210327_1029x222,1
843,25_바프 찍는 그 언니의 먹방 맛도 칼로리도_210327_1029x222,1
844,26_나도 미역국수 홀릭 맛도 칼로리도_210327_1029x222,1
845,wpr_obj_price_biz_211221_01b_1029x222,1
846,jrpj_obj_price_biz_211217_01f_1029x222,1
847,jrpj_obj_price_biz_211217_01a_1029x222,1
848,jrpj_obj_price_biz_211217_01c_1029x222,1
849,jrpj_obj_price_biz_211217_01d_1029x222,1
850,jrpj_obj_price_biz_211217_01b_1029x222,1
851,jrpj_obj_price_biz_211217_01e_1029x222,1
852,wpr_obj_price_biz_211221_01f_1029x222,1
853,wpr_obj_price_biz_211221_01b_1029x222,1
854,딱 하루! 제주담은족발🍖 1+1로 담아갈 마지막 기회!,1
855,13_다이어트 중인 걸 잊게 하는 맛 방송에 나온 19kcal_210327_1029x222,1
856,~63%! 보고쿡 블랙프라이데이!❤,1
857,22_바프 찍는 나도 면 먹는다아 맛도 칼로리도_210327_1029x222,1
858,KCRM_설기획전_UT_ALL_220118,1
859,5000_UT_1+1_220111,1
860,jrpj_obj_easy_biz_211217_02a_1029x222,1
861,"[무료배송]콘치즈만두 1+1+1 👉9,900원👈",1
862,nan,1
863,"[한정수량] 단 하루, 통족발 1팩⭐5,950원⭐",1
864,nan,1
865,"[내일종료] 흑돼지 통족발 1+1 단돈 11,900원💕",1
866,nan,1
867,"[반값특가] 단 하루, 마늘대창 6,450원⚡지금 구매하면 👉LED 소주잔👈 증정",1
868,nan,1
869,🚨[단 하루]한혜진두유 단독 최~저가1+1🎁,1
870,nan,1
871,오직 미역국수 구매 고객에게만 드리는 특별한 혜택! 🎁,1
872,nan,1
873,nan,1
874,"[배민특가] 보고쿡 미역국수로 만든 시원~한 막국수🍜가 2,500원?😍",1
875,nan,1
876,[신제품 22%]15kcal 미역국수 출시 할인🥰15만 포인트 받는 포토리뷰 이벤트까지,1
877,"[최대63%]속이 꽉~찬 매콤담백 김치만두🥟가 2,900원?👀",1
878,nan,1
879,[55%] 교자라니!🥟 특급호텔 셰프👨‍🍳의 성실교자라니..!,1
880,nan,1
881,[55%] 교자라니!🥟 특급호텔 셰프👨‍🍳의 성실교자라니..!,1
882,nan,1
883,"[최대64%] 돼꾸미 할인됐구미😎 1팩 4,900원!",1
884,nan,1
885,[~46%] 주말에 뭐 먹지?😋 평범한 식탁을 홈파티로!🎉,1
886,nan,1
887,[~56%] 🍖족발은 뜯어야 제맛!,1
888,nan,1
889,[📢출시특가] 우리귀리 오트밀 스프🥣 ,1
890,nan,1
891,"[무료배송] 콘치즈만두 1+1+1 🥟9,900원🌽",1
892,nan,1
893,"[50%] 돼꾸미 한 팩 (350g) 4,900원! 매콤한 돼꾸미 하나면 밥 두 공기 가능",1
894,영상1_남다른 왕갈비만두_보고쿡,1
895,카카오톡 채널_도달_202012042034,1
896,카카오톡 채널_도달_202101211919,1
897,"[반값⚡특가] 쫀도그+콘치즈만두 9,900원?👀",1
898,nan,1
899,완도담은미역국수_카카오톡딜_220209,1
900,완도담은미역국수_카카오톡딜_220209,1
901,AMSR 영상,1
902,snwd_img_calg_biz_211001_1029x222,1
903,snwd_img_calh_biz_211001_1029x222,1
